0.79,0
0.81,0.000194119
0.83,0.000211206
0.85,0.000220626
0.87,0.000230045
0.89,0.00024487
0.91,0.000261496
0.93,0.000275032
0.95,0.000279295
0.97,0.000283559
0.99,0.000298845
1.01,0.000317804
1.03,0.000334736
1.05,0.000345585
1.07,0.000356434
1.09,0.000365687
1.11,0.000374407
1.13,0.00038077
1.15,0.000380058
1.17,0.000379347
1.19,0.000383004
1.21,0.000388117
1.23,0.000392593
1.25,0.000395155
1.27,0.000397717
1.29,0.000406334
1.31,0.000416971
1.33,0.000423276
1.35,0.000416588
1.37,0.0004099
1.39,0.000406852
1.41,0.000405017
1.43,0.000403834
1.45,0.000404605
1.47,0.000405376
1.49,0.000397732
1.51,0.000387284
1.53,0.000379279
1.55,0.000378606
1.57,0.000377933
1.59,0.000373716
1.61,0.000368319
1.63,0.00036165
1.65,0.000351166
1.67,0.000340681
1.69,0.000334668
1.71,0.000330145
1.73,0.000326199
1.75,0.000323986
1.77,0.000321772
1.79,0.00031479
1.81,0.000306219
1.83,0.000298476
1.85,0.000293218
1.87,0.00028796
1.89,0.000282409
1.91,0.00027676
1.93,0.000270926
1.95,0.000264533
1.97,0.00025814
1.99,0.0002499
2.01,0.000241043
2.03,0.000233633
2.05,0.00023056
2.07,0.000227487
2.09,0.000220863
2.11,0.000213055
2.13,0.000205885
2.15,0.000200625
2.17,0.000195366
2.19,0.000191025
2.21,0.000186991
2.23,0.000182553
2.25,0.000176901
2.27,0.00017125
2.29,0.000163527
2.31,0.000155114
2.33,0.000149034
2.35,0.000149951
2.37,0.000150869
2.39,0.000147168
2.41,0.000141926
2.43,0.000137229
2.45,0.00013417
2.47,0.00013111
2.49,0.000126409
2.51,0.000121161
2.53,0.000116253
2.55,0.000112366
2.57,0.000108478
2.59,0.000106171
2.61,0.000104392
2.63,0.000101973
2.65,9.76365e-05
2.67,9.33001e-05
2.69,8.97368e-05
2.71,8.64312e-05
2.73,8.32846e-05
2.75,8.0615e-05
2.77,7.79454e-05
2.79,7.68684e-05
2.81,7.63221e-05
2.83,7.50734e-05
2.85,7.17173e-05
2.87,6.83611e-05
2.89,6.50662e-05
2.91,6.17917e-05
2.93,5.87769e-05
2.95,5.65416e-05
2.97,5.43063e-05
2.99,5.42448e-05
3.01,5.49078e-05
3.03,5.47917e-05
3.05,5.23383e-05
3.07,4.98848e-05
3.09,4.87214e-05
3.11,4.79882e-05
3.13,4.6936e-05
3.15,4.49274e-05
3.17,4.29188e-05
3.19,4.21382e-05
3.21,4.17671e-05
3.23,4.11843e-05
3.25,3.99667e-05
3.27,3.87492e-05
3.29,3.78361e-05
3.31,3.70246e-05
3.33,3.59165e-05
3.35,3.3919e-05
3.37,3.19216e-05
3.39,3.05757e-05
3.41,2.9447e-05
3.43,2.85839e-05
3.45,2.85176e-05
3.47,2.84513e-05
3.49,2.74139e-05
3.51,2.60527e-05
3.53,2.47504e-05
3.55,2.36246e-05
3.57,2.24989e-05
3.59,2.2431e-05
3.61,2.27159e-05
3.63,2.2674e-05
3.65,2.16519e-05
3.67,2.06298e-05
3.69,2.01018e-05
3.71,1.97386e-05
3.73,1.90685e-05
3.75,1.74783e-05
3.77,1.5888e-05
3.79,1.53764e-05
3.81,1.52243e-05
3.83,1.53462e-05
3.85,1.629e-05
3.87,1.72338e-05
3.89,1.7087e-05
3.91,1.65767e-05
3.93,1.61013e-05
3.95,1.57308e-05
3.97,1.53603e-05
3.99,1.53788e-05
4.01,1.5527e-05
4.03,1.5804e-05
4.05,1.64674e-05
4.07,1.71308e-05
4.09,1.68848e-05
4.11,1.63356e-05
4.13,1.58981e-05
4.15,1.57956e-05
4.17,1.56932e-05
4.19,1.48104e-05
4.21,1.36676e-05
4.23,1.28904e-05
4.25,1.32105e-05
4.27,1.35305e-05
4.29,1.44641e-05
4.31,1.56022e-05
4.33,1.63973e-05
4.35,1.61634e-05
4.37,1.59294e-05
4.39,1.61828e-05
4.41,1.65985e-05
4.43,1.70119e-05
4.45,1.74183e-05
4.47,1.78247e-05
4.49,1.82979e-05
4.51,1.87933e-05
4.53,1.95955e-05
4.55,2.13179e-05
4.57,2.30402e-05
4.59,2.46093e-05
4.61,2.61274e-05
4.63,2.78081e-05
4.65,2.99769e-05
4.67,3.21458e-05
4.69,3.48177e-05
4.71,3.76574e-05
4.73,4.01087e-05
4.75,4.1395e-05
4.77,4.26814e-05
4.79,4.46836e-05
4.81,4.69244e-05
4.83,4.89798e-05
4.85,5.04789e-05
4.87,5.1978e-05
4.89,5.24162e-05
4.91,5.25008e-05
4.93,5.25779e-05
4.95,5.26327e-05
4.97,5.26875e-05
4.99,5.24466e-05
5.01,5.21071e-05
5.03,5.24469e-05
5.05,5.48246e-05
5.07,5.72024e-05
5.09,5.73846e-05
5.11,5.68351e-05
5.13,5.63074e-05
5.15,5.58452e-05
5.17,5.5383e-05
5.19,5.52858e-05
5.21,5.53102e-05
5.23,5.58917e-05
5.25,5.81441e-05
5.27,6.03965e-05
5.29,6.08687e-05
5.31,6.07473e-05
5.33,6.05255e-05
5.35,6.00022e-05
5.37,5.9479e-05
5.39,6.10983e-05
5.41,6.34317e-05
5.43,6.64048e-05
5.45,7.12969e-05
5.47,7.61889e-05
5.49,7.81322e-05
5.51,7.90925e-05
5.53,8.03754e-05
5.55,8.2626e-05
5.57,8.48766e-05
5.59,8.61286e-05
5.61,8.70477e-05
5.63,8.97348e-05
5.65,9.77259e-05
5.67,0.000105717
5.69,0.000108471
5.71,0.00010948
5.73,0.000111684
5.75,0.000117471
5.77,0.000123259
5.79,0.000129476
5.81,0.000135835
5.83,0.000141415
5.85,0.000144656
5.87,0.000147896
5.89,0.000150272
5.91,0.000152359
5.93,0.000154949
5.95,0.000159048
5.97,0.000163147
5.99,0.000171524
6.01,0.000181327
6.03,0.00018958
6.05,0.000193182
6.07,0.000196784
6.09,0.000201495
6.11,0.000206576
6.13,0.000212904
6.15,0.000222974
6.17,0.000233044
6.19,0.000236775
6.21,0.000238393
6.23,0.000240964
