1.7975	0
1.8025	0
1.8075	1.89689e-45
1.8125	4.06676e-45
1.8175	5.4863e-45
1.8225	6.65548e-45
1.8275	7.69029e-45
1.8325	8.63998e-45
1.8375	9.5308e-45
1.8425	1.03786e-44
1.8475	1.11939e-44
1.8525	1.19839e-44
1.8575	1.27539e-44
1.8625	1.35079e-44
1.8675	1.4249e-44
1.8725	1.49795e-44
1.8775	1.57016e-44
1.8825	1.64167e-44
1.8875	1.71262e-44
1.8925	1.78313e-44
1.8975	1.85328e-44
1.9025	1.92316e-44
1.9075	1.99283e-44
1.9125	2.06237e-44
1.9175	2.13182e-44
1.9225	2.20122e-44
1.9275	2.27063e-44
1.9325	2.34007e-44
1.9375	2.40958e-44
1.9425	2.47918e-44
1.9475	2.54891e-44
1.9525	2.61879e-44
1.9575	2.68883e-44
1.9625	2.75907e-44
1.9675	2.82951e-44
1.9725	2.90017e-44
1.9775	2.97107e-44
1.9825	3.04222e-44
1.9875	3.11364e-44
1.9925	3.18532e-44
1.9975	3.2573e-44
2.0025	3.32957e-44
2.0075	3.40214e-44
2.0125	3.47503e-44
2.0175	3.54824e-44
2.0225	3.62177e-44
2.0275	3.69564e-44
2.0325	3.76986e-44
2.0375	3.84442e-44
2.0425	3.91933e-44
2.0475	3.9946e-44
2.0525	4.07023e-44
2.0575	4.14623e-44
2.0625	4.22261e-44
2.0675	4.29936e-44
2.0725	4.37649e-44
2.0775	4.454e-44
2.0825	4.5319e-44
2.0875	4.6102e-44
2.0925	4.68888e-44
2.0975	4.76796e-44
2.1025	4.84744e-44
2.1075	4.92732e-44
2.1125	5.00761e-44
2.1175	5.0883e-44
2.1225	5.16941e-44
2.1275	5.25092e-44
2.1325	5.33285e-44
2.1375	5.41519e-44
2.1425	5.49794e-44
2.1475	5.58112e-44
2.1525	5.66472e-44
2.1575	5.74873e-44
2.1625	5.83317e-44
2.1675	5.91804e-44
2.1725	6.00333e-44
2.1775	6.08905e-44
2.1825	6.1752e-44
2.1875	6.26177e-44
2.1925	6.34878e-44
2.1975	6.43622e-44
2.2025	6.5241e-44
2.2075	6.6124e-44
2.2125	6.70115e-44
2.2175	6.79032e-44
2.2225	6.87994e-44
2.2275	6.96999e-44
2.2325	7.06048e-44
2.2375	7.15141e-44
2.2425	7.24279e-44
