1.0195	0
1.0205	0.887035
1.0215	0.887223
1.0225	0.88741
1.0235	0.887566
1.0245	0.887626
1.0255	0.887495
1.0265	0.8874
1.0275	0.88728
1.0285	0.887132
1.0295	0.886959
1.0305	0.886752
1.0315	0.886409
1.0325	0.886165
1.0335	0.885923
1.0345	0.885772
1.0355	0.885713
1.0365	0.885633
1.0375	0.885432
1.0385	0.885332
1.0395	0.885237
1.0405	0.885136
1.0415	0.885028
1.0425	0.884904
1.0435	0.884673
1.0445	0.884538
1.0455	0.88441
1.0465	0.884388
1.0475	0.884473
1.0485	0.884544
1.0495	0.884519
1.0505	0.884583
1.0515	0.884654
1.0525	0.884723
1.0535	0.884789
1.0545	0.884842
1.0555	0.884808
1.0565	0.884857
1.0575	0.884913
1.0585	0.884979
1.0595	0.885054
1.0605	0.885119
1.0615	0.885102
1.0625	0.885163
1.0635	0.885232
1.0645	0.885299
1.0655	0.885365
1.0665	0.88542
1.0675	0.885399
1.0685	0.885453
1.0695	0.885513
1.0705	0.885593
1.0715	0.885694
1.0725	0.885786
1.0735	0.885806
1.0745	0.885896
1.0755	0.885993
1.0765	0.886089
1.0775	0.886183
1.0785	0.88627
1.0795	0.886289
1.0805	0.886374
1.0815	0.886465
1.0825	0.88656
1.0835	0.886658
1.0845	0.886755
1.0855	0.886851
1.0865	0.886884
1.0875	0.886958
1.0885	0.887052
1.0895	0.887146
1.0905	0.887233
1.0915	0.887258
1.0925	0.887344
1.0935	0.887436
1.0945	0.887535
1.0955	0.887642
1.0965	0.887749
1.0975	0.887855
1.0985	0.887903
1.0995	0.887989
1.1005	0.888094
1.1015	0.888198
1.1025	0.888302
1.1035	0.888405
1.1045	0.888454
1.1055	0.888538
1.1065	0.888642
1.1075	0.888748
1.1085	0.888853
1.1095	0.888958
1.1105	0.889009
1.1115	0.889096
1.1125	0.8892
1.1135	0.889303
1.1145	0.889407
1.1155	0.88951
1.1165	0.889562
1.1175	0.889648
1.1185	0.889753
1.1195	0.889861
1.1205	0.889969
1.1215	0.890076
1.1225	0.890135
1.1235	0.890226
1.1245	0.890333
1.1255	0.89044
1.1265	0.890547
1.1275	0.890653
1.1285	0.890713
1.1295	0.890804
1.1305	0.890911
1.1315	0.891018
1.1325	0.891125
1.1335	0.891231
1.1345	0.891293
1.1355	0.891385
1.1365	0.891491
1.1375	0.891597
1.1385	0.891703
1.1395	0.891809
1.1405	0.891872
1.1415	0.891963
1.1425	0.89207
1.1435	0.892177
1.1445	0.892285
1.1455	0.892392
1.1465	0.892457
1.1475	0.89255
1.1485	0.892657
1.1495	0.892764
1.1505	0.892871
1.1515	0.892977
1.1525	0.893043
1.1535	0.893136
1.1545	0.893243
1.1555	0.89335
1.1565	0.893457
1.1575	0.893563
1.1585	0.89363
1.1595	0.893724
1.1605	0.89383
1.1615	0.893937
1.1625	0.894043
1.1635	0.894149
1.1645	0.894217
1.1655	0.89431
1.1665	0.894416
1.1675	0.894523
1.1685	0.89463
1.1695	0.894736
1.1705	0.894805
1.1715	0.894899
1.1725	0.895006
1.1735	0.895112
1.1745	0.895218
1.1755	0.895324
1.1765	0.895394
1.1775	0.895489
1.1785	0.895595
1.1795	0.895701
1.1805	0.895807
1.1815	0.895912
1.1825	0.895983
1.1835	0.896077
1.1845	0.896183
1.1855	0.896289
1.1865	0.896395
1.1875	0.896501
1.1885	0.896573
1.1895	0.896667
1.1905	0.896773
1.1915	0.896877
1.1925	0.896982
1.1935	0.897087
1.1945	0.897158
1.1955	0.897252
1.1965	0.897357
1.1975	0.897461
1.1985	0.897563
1.1995	0.897631
1.2005	0.897733
1.2015	0.897837
1.2025	0.897942
1.2035	0.898047
1.2045	0.898147
1.2055	0.898216
1.2065	0.898317
1.2075	0.898421
1.2085	0.898526
1.2095	0.898631
1.2105	0.898732
1.2115	0.898801
1.2125	0.898902
1.2135	0.899007
1.2145	0.899112
1.2155	0.899218
1.2165	0.89932
1.2175	0.899391
1.2185	0.899493
1.2195	0.899599
1.2205	0.899704
1.2215	0.89981
1.2225	0.899913
1.2235	0.89998
1.2245	0.90008
1.2255	0.900183
1.2265	0.900287
1.2275	0.900392
1.2285	0.900493
1.2295	0.900562
1.2305	0.900664
1.2315	0.900769
1.2325	0.900874
1.2335	0.900979
1.2345	0.90108
1.2355	0.901151
1.2365	0.901253
1.2375	0.901358
1.2385	0.901463
1.2395	0.901568
1.2405	0.90167
1.2415	0.901742
1.2425	0.901842
1.2435	0.901946
1.2445	0.902051
1.2455	0.902155
1.2465	0.902255
1.2475	0.902325
1.2485	0.902426
1.2495	0.902531
1.2505	0.902635
1.2515	0.902739
1.2525	0.90284
1.2535	0.90291
1.2545	0.903011
1.2555	0.903115
1.2565	0.90322
1.2575	0.903324
1.2585	0.903425
1.2595	0.903496
1.2605	0.903598
1.2615	0.903703
1.2625	0.903806
1.2635	0.90391
1.2645	0.90401
1.2655	0.904079
1.2665	0.904179
1.2675	0.904283
1.2685	0.904386
1.2695	0.90449
1.2705	0.904591
1.2715	0.904661
1.2725	0.904762
1.2735	0.904866
1.2745	0.904969
1.2755	0.905072
1.2765	0.905172
1.2775	0.905243
1.2785	0.905344
1.2795	0.905447
1.2805	0.905551
1.2815	0.905654
1.2825	0.905755
1.2835	0.905825
1.2845	0.905925
1.2855	0.906028
1.2865	0.90613
1.2875	0.906232
1.2885	0.90633
1.2895	0.906399
1.2905	0.906498
1.2915	0.9066
1.2925	0.906701
1.2935	0.906803
1.2945	0.906905
1.2955	0.907007
1.2965	0.907081
1.2975	0.907174
1.2985	0.907276
